frame,timestamp_sec,person_count
0,0.0,0
1,0.03,1
2,0.07,1
3,0.1,2
4,0.13,1
5,0.17,2
6,0.2,2
7,0.23,1
8,0.27,1
9,0.3,1
10,0.33,1
11,0.37,2
12,0.4,2
13,0.43,2
14,0.47,2
15,0.5,2
16,0.53,2
17,0.57,2
18,0.6,2
19,0.63,1
20,0.67,1
21,0.7,1
22,0.73,1
23,0.77,1
24,0.8,2
25,0.83,2
26,0.87,1
27,0.9,1
28,0.93,1
29,0.97,1
30,1.0,1
31,1.03,2
32,1.07,2
33,1.1,1
34,1.13,1
35,1.17,1
36,1.2,1
37,1.23,1
38,1.27,2
39,1.3,2
40,1.33,2
41,1.37,2
42,1.4,2
43,1.43,1
44,1.47,1
45,1.5,1
46,1.53,1
47,1.57,1
48,1.6,1
49,1.63,2
50,1.67,3
51,1.7,3
52,1.73,3
53,1.77,1
54,1.8,2
55,1.83,2
56,1.87,2
57,1.9,3
58,1.93,2
59,1.97,3
60,2.0,3
61,2.03,2
62,2.07,2
63,2.1,2
64,2.13,1
65,2.17,1
66,2.2,1
67,2.23,1
68,2.27,1
69,2.3,2
70,2.33,3
71,2.37,3
72,2.4,2
73,2.43,2
74,2.47,1
75,2.5,0
76,2.53,3
77,2.57,4
78,2.6,1
79,2.63,1
80,2.67,2
81,2.7,3
82,2.73,3
83,2.77,2
84,2.8,2
85,2.83,3
86,2.87,1
87,2.9,3
88,2.93,2
89,2.97,2
90,3.0,2
91,3.03,1
92,3.07,1
93,3.1,1
94,3.13,0
95,3.17,2
96,3.2,3
97,3.23,3
98,3.27,3
99,3.3,3
100,3.33,3
101,3.37,3
102,3.4,2
103,3.43,2
104,3.47,2
105,3.5,2
106,3.53,1
107,3.57,2
108,3.6,2
109,3.63,2
110,3.67,1
111,3.7,2
112,3.73,1
113,3.77,1
114,3.8,1
115,3.83,1
116,3.87,1
117,3.9,1
118,3.93,1
119,3.97,1
120,4.0,1
121,4.03,1
122,4.07,1
123,4.1,1
124,4.13,1
125,4.17,1
126,4.2,1
127,4.23,1
128,4.27,1
129,4.3,1
130,4.33,0
131,4.37,0
132,4.4,2
133,4.43,2
134,4.47,1
135,4.5,3
136,4.53,3
137,4.57,3
138,4.6,2
139,4.63,2
140,4.67,2
141,4.7,2
142,4.73,1
143,4.77,3
144,4.8,3
145,4.83,2
146,4.87,3
147,4.9,4
148,4.93,2
149,4.97,4
150,5.0,3
151,5.03,3
152,5.07,4
153,5.1,3
154,5.13,3
155,5.17,3
156,5.2,3
157,5.23,3
158,5.27,3
159,5.3,3
160,5.33,3
161,5.37,2
162,5.4,1
163,5.43,3
164,5.47,3
165,5.5,3
166,5.53,2
167,5.57,3
168,5.6,3
169,5.63,5
170,5.67,4
171,5.7,4
172,5.73,3
173,5.77,3
174,5.8,3
175,5.83,3
176,5.87,1
177,5.9,2
178,5.93,2
179,5.97,3
180,6.0,2
181,6.03,2
182,6.07,2
183,6.1,2
184,6.13,3
185,6.17,3
186,6.2,2
187,6.23,3
188,6.27,3
189,6.3,2
190,6.33,2
191,6.37,1
192,6.4,1
193,6.43,2
194,6.47,2
195,6.5,2
196,6.53,2
197,6.57,1
198,6.6,1
199,6.63,2
200,6.67,2
201,6.7,2
202,6.73,3
203,6.77,3
204,6.8,3
205,6.83,3
206,6.87,3
207,6.9,3
208,6.93,4
209,6.97,3
210,7.0,3
211,7.03,3
212,7.07,3
213,7.1,3
214,7.13,3
215,7.17,3
216,7.2,2
217,7.23,2
218,7.27,3
219,7.3,2
220,7.33,2
221,7.37,3
222,7.4,2
223,7.43,2
224,7.47,2
225,7.5,2
226,7.53,3
227,7.57,2
228,7.6,2
229,7.63,1
230,7.67,2
231,7.7,2
232,7.73,2
233,7.77,2
234,7.8,2
235,7.83,1
236,7.87,1
237,7.9,1
238,7.93,1
239,7.97,1
240,8.0,1
241,8.03,1
242,8.07,2
243,8.1,1
244,8.13,1
245,8.17,2
246,8.2,2
247,8.23,2
248,8.27,4
249,8.3,3
250,8.33,3
251,8.37,3
252,8.4,3
253,8.43,3
254,8.47,2
255,8.5,3
256,8.53,3
257,8.57,4
258,8.6,3
259,8.63,4
260,8.67,4
261,8.7,4
262,8.73,4
263,8.77,4
264,8.8,3
265,8.83,3
266,8.87,3
267,8.9,3
268,8.93,2
269,8.97,2
270,9.0,2
271,9.03,1
272,9.07,1
273,9.1,1
274,9.13,1
275,9.17,1
276,9.2,2
277,9.23,1
278,9.27,1
279,9.3,2
280,9.33,3
281,9.37,2
282,9.4,2
283,9.43,1
284,9.47,2
285,9.5,2
286,9.53,2
287,9.57,2
288,9.6,3
289,9.63,2
290,9.67,2
291,9.7,2
292,9.73,2
293,9.77,2
294,9.8,2
295,9.83,2
296,9.87,2
297,9.9,2
298,9.93,2
299,9.97,2
300,10.0,2
301,10.03,2
302,10.07,2
303,10.1,2
304,10.13,2
305,10.17,2
306,10.2,2
307,10.23,2
308,10.27,1
309,10.3,1
310,10.33,1
311,10.37,1
312,10.4,1
313,10.43,1
314,10.47,0
315,10.5,0
316,10.53,0
317,10.57,0
318,10.6,0
319,10.63,0
320,10.67,0
321,10.7,0
322,10.73,0
323,10.77,1
324,10.8,0
325,10.83,0
326,10.87,1
327,10.9,2
328,10.93,0
329,10.97,0
330,11.0,0
331,11.03,0
332,11.07,1
333,11.1,0
334,11.13,0
335,11.17,1
336,11.2,2
337,11.23,0
338,11.27,1
339,11.3,1
340,11.33,0
341,11.37,1
342,11.4,1
343,11.43,1
344,11.47,1
345,11.5,1
346,11.53,1
347,11.57,1
348,11.6,1
349,11.63,1
350,11.67,1
351,11.7,1
352,11.73,1
353,11.77,1
354,11.8,1
355,11.83,1
356,11.87,2
357,11.9,1
358,11.93,1
359,11.97,1
360,12.0,1
361,12.03,1
362,12.07,1
363,12.1,1
364,12.13,1
365,12.17,1
366,12.2,1
367,12.23,1
368,12.27,1
369,12.3,1
370,12.33,1
371,12.37,1
372,12.4,2
373,12.43,1
374,12.47,1
375,12.5,1
376,12.53,1
377,12.57,1
378,12.6,2
379,12.63,2
380,12.67,2
381,12.7,3
382,12.73,3
383,12.77,3
384,12.8,3
385,12.83,3
386,12.87,3
387,12.9,3
388,12.93,3
389,12.97,4
390,13.0,2
391,13.03,1
392,13.07,1
393,13.1,3
394,13.13,2
395,13.17,1
396,13.2,2
397,13.23,2
398,13.27,3
399,13.3,2
400,13.33,2
401,13.37,2
402,13.4,2
403,13.43,2
404,13.47,2
405,13.5,2
406,13.53,2
407,13.57,2
408,13.6,2
409,13.63,1
410,13.67,1
411,13.7,1
412,13.73,2
413,13.77,2
414,13.8,3
415,13.83,3
416,13.87,2
417,13.9,1
418,13.93,2
419,13.97,1
420,14.0,1
421,14.03,1
422,14.07,1
423,14.1,1
424,14.13,1
425,14.17,2
426,14.2,2
427,14.23,1
428,14.27,1
429,14.3,1
430,14.33,1
431,14.37,2
432,14.4,2
433,14.43,0
434,14.47,0
435,14.5,1
436,14.53,1
437,14.57,1
438,14.6,1
439,14.63,1
440,14.67,2
441,14.7,2
442,14.73,1
443,14.77,1
444,14.8,1
445,14.83,1
446,14.87,1
447,14.9,1
448,14.93,0
449,14.97,0
450,15.0,0
451,15.03,0
452,15.07,0
453,15.1,0
454,15.13,1
455,15.17,1
456,15.2,3
457,15.23,2
458,15.27,1
459,15.3,3
460,15.33,0
461,15.37,1
462,15.4,1
463,15.43,1
464,15.47,1
465,15.5,2
466,15.53,2
467,15.57,1
468,15.6,2
469,15.63,1
470,15.67,1
471,15.7,0
472,15.73,1
473,15.77,1
474,15.8,0
475,15.83,0
476,15.87,1
477,15.9,1
478,15.93,1
479,15.97,2
480,16.0,2
481,16.03,1
482,16.07,2
483,16.1,1
484,16.13,1
485,16.17,1
486,16.2,1
487,16.23,2
488,16.27,1
489,16.3,1
490,16.33,2
491,16.37,2
492,16.4,2
493,16.43,2
494,16.47,2
495,16.5,2
496,16.53,1
497,16.57,0
498,16.6,1
499,16.63,2
500,16.67,0
501,16.7,0
502,16.73,0
503,16.77,0
504,16.8,0
505,16.83,0
506,16.87,0
507,16.9,1
508,16.93,1
509,16.97,1
510,17.0,1
511,17.03,1
512,17.07,2
513,17.1,3
514,17.13,0
515,17.17,1
516,17.2,1
517,17.23,0
518,17.27,0
519,17.3,0
520,17.33,0
521,17.37,0
522,17.4,0
523,17.43,0
524,17.47,0
525,17.5,0
526,17.53,0
527,17.57,0
528,17.6,1
529,17.63,1
530,17.67,2
531,17.7,1
532,17.73,0
533,17.77,0
534,17.8,0
535,17.83,0
536,17.87,1
537,17.9,0
538,17.93,1
539,17.97,1
540,18.0,0
541,18.03,0
542,18.07,1
543,18.1,0
544,18.13,2
545,18.17,1
546,18.2,1
547,18.23,0
548,18.27,0
549,18.3,1
550,18.33,1
551,18.37,1
552,18.4,0
553,18.43,3
554,18.47,2
555,18.5,2
556,18.53,2
557,18.57,3
558,18.6,3
559,18.63,3
560,18.67,2
561,18.7,4
562,18.73,3
563,18.77,4
564,18.8,3
565,18.83,4
566,18.87,3
567,18.9,2
568,18.93,4
569,18.97,2
570,19.0,2
571,19.03,2
572,19.07,1
573,19.1,4
574,19.13,3
575,19.17,3
576,19.2,1
577,19.23,2
578,19.27,3
579,19.3,5
580,19.33,2
581,19.37,1
582,19.4,3
583,19.43,3
584,19.47,3
585,19.5,2
586,19.53,2
587,19.57,1
588,19.6,1
589,19.63,2
590,19.67,2
591,19.7,2
592,19.73,2
593,19.77,3
594,19.8,4
595,19.83,2
596,19.87,2
597,19.9,1
598,19.93,3
599,19.97,3
600,20.0,2
601,20.03,4
602,20.07,3
603,20.1,2
604,20.13,3
605,20.17,3
606,20.2,3
607,20.23,3
608,20.27,2
609,20.3,2
610,20.33,2
611,20.37,2
612,20.4,2
613,20.43,2
614,20.47,1
615,20.5,2
616,20.53,1
617,20.57,2
618,20.6,2
619,20.63,3
620,20.67,3
621,20.7,3
622,20.73,3
623,20.77,3
624,20.8,3
625,20.83,3
626,20.87,3
627,20.9,3
628,20.93,2
629,20.97,4
630,21.0,3
631,21.03,3
632,21.07,3
633,21.1,3
634,21.13,4
635,21.17,3
636,21.2,3
637,21.23,3
638,21.27,3
639,21.3,3
640,21.33,2
641,21.37,2
642,21.4,3
643,21.43,4
644,21.47,3
645,21.5,3
646,21.53,2
647,21.57,3
648,21.6,2
649,21.63,2
650,21.67,2
651,21.7,2
652,21.73,3
653,21.77,2
654,21.8,2
655,21.83,2
656,21.87,2
657,21.9,4
658,21.93,3
659,21.97,3
660,22.0,3
661,22.03,3
662,22.07,2
663,22.1,3
664,22.13,3
665,22.17,4
666,22.2,4
667,22.23,3
668,22.27,2
669,22.3,2
670,22.33,2
671,22.37,2
672,22.4,2
673,22.43,2
674,22.47,2
675,22.5,2
676,22.53,3
677,22.57,3
678,22.6,3
679,22.63,3
680,22.67,3
681,22.7,3
682,22.73,3
683,22.77,3
684,22.8,3
685,22.83,4
686,22.87,4
687,22.9,3
688,22.93,3
689,22.97,3
690,23.0,3
691,23.03,2
692,23.07,3
693,23.1,2
694,23.13,2
695,23.17,2
696,23.2,2
697,23.23,2
698,23.27,2
699,23.3,3
700,23.33,2
701,23.37,3
702,23.4,4
703,23.43,2
704,23.47,4
705,23.5,4
706,23.53,4
707,23.57,3
708,23.6,3
709,23.63,4
710,23.67,4
711,23.7,4
712,23.73,4
713,23.77,4
714,23.8,4
715,23.83,4
716,23.87,4
717,23.9,4
718,23.93,4
719,23.97,4
720,24.0,4
721,24.03,4
722,24.07,4
723,24.1,4
724,24.13,4
725,24.17,3
726,24.2,3
727,24.23,3
728,24.27,3
729,24.3,3
730,24.33,3
731,24.37,2
732,24.4,2
733,24.43,2
734,24.47,2
735,24.5,3
736,24.53,3
737,24.57,3
738,24.6,4
739,24.63,4
740,24.67,4
741,24.7,4
742,24.73,4
743,24.77,4
744,24.8,4
745,24.83,5
746,24.87,5
747,24.9,5
748,24.93,5
749,24.97,4
750,25.0,4
751,25.03,4
752,25.07,5
753,25.1,5
754,25.13,4
755,25.17,4
756,25.2,5
757,25.23,5
758,25.27,6
759,25.3,5
760,25.33,4
761,25.37,4
762,25.4,5
763,25.43,5
764,25.47,4
