frame,timestamp_sec,person_count
147,5.88,3
148,5.92,4
149,5.96,3
150,6.0,3
151,6.04,4
152,6.08,2
153,6.12,4
154,6.16,3
155,6.2,3
156,6.24,3
157,6.28,3
158,6.32,4
159,6.36,4
160,6.4,4
161,6.44,3
162,6.48,5
163,6.52,4
164,6.56,4
165,6.6,5
166,6.64,5
167,6.68,5
168,6.72,5
169,6.76,5
170,6.8,4
171,6.84,4
172,6.88,6
173,6.92,5
174,6.96,4
175,7.0,4
176,7.04,6
177,7.08,5
178,7.12,6
179,7.16,5
180,7.2,5
181,7.24,6
182,7.28,7
183,7.32,5
184,7.36,5
185,7.4,5
186,7.44,5
187,7.48,5
188,7.52,5
189,7.56,6
190,7.6,6
191,7.64,3
192,7.68,3
193,7.72,3
194,7.76,3
195,7.8,2
196,7.84,3
197,7.88,4
198,7.92,3
199,7.96,3
200,8.0,4
201,8.04,4
202,8.08,5
203,8.12,4
204,8.16,4
205,8.2,5
206,8.24,5
207,8.28,5
208,8.32,5
209,8.36,5
210,8.4,5
211,8.44,5
212,8.48,5
213,8.52,3
214,8.56,5
215,8.6,3
216,8.64,3
217,8.68,5
218,8.72,5
219,8.76,6
220,8.8,5
221,8.84,6
222,8.88,5
223,8.92,5
224,8.96,6
225,9.0,6
226,9.04,4
227,9.08,4
228,9.12,4
229,9.16,5
230,9.2,6
231,9.24,6
232,9.28,5
233,9.32,5
234,9.36,5
235,9.4,5
236,9.44,6
237,9.48,4
238,9.52,5
239,9.56,4
240,9.6,6
241,9.64,6
242,9.68,6
243,9.72,5
244,9.76,4
245,9.8,6
246,9.84,6
247,9.88,5
248,9.92,5
249,9.96,6
250,10.0,6
251,10.04,6
252,10.08,7
253,10.12,5
254,10.16,6
255,10.2,6
256,10.24,4
257,10.28,5
258,10.32,4
259,10.36,3
260,10.4,4
261,10.44,4
262,10.48,3
263,10.52,3
264,10.56,3
265,10.6,5
266,10.64,6
267,10.68,4
268,10.72,4
269,10.76,4
270,10.8,5
271,10.84,6
272,10.88,6
273,10.92,4
274,10.96,4
275,11.0,4
276,11.04,4
277,11.08,5
278,11.12,6
279,11.16,5
280,11.2,4
281,11.24,6
282,11.28,6
283,11.32,5
284,11.36,6
285,11.4,4
286,11.44,7
287,11.48,6
288,11.52,6
289,11.56,6
290,11.6,7
291,11.64,4
292,11.68,5
293,11.72,4
294,11.76,3
295,11.8,4
296,11.84,5
297,11.88,5
298,11.92,4
299,11.96,4
300,12.0,4
301,12.04,4
302,12.08,5
303,12.12,4
304,12.16,5
305,12.2,4
306,12.24,4
307,12.28,4
308,12.32,4
309,12.36,3
310,12.4,4
311,12.44,4
312,12.48,4
313,12.52,4
314,12.56,4
315,12.6,5
316,12.64,5
317,12.68,5
318,12.72,5
319,12.76,5
320,12.8,5
321,12.84,5
322,12.88,5
323,12.92,4
324,12.96,5
325,13.0,6
326,13.04,4
327,13.08,4
328,13.12,2
329,13.16,3
330,13.2,2
331,13.24,3
332,13.28,4
333,13.32,3
334,13.36,2
335,13.4,4
336,13.44,5
337,13.48,4
338,13.52,4
339,13.56,5
340,13.6,3
341,13.64,4
342,13.68,3
343,13.72,3
344,13.76,2
345,13.8,3
346,13.84,3
347,13.88,5
348,13.92,5
349,13.96,4
350,14.0,5
351,14.04,5
352,14.08,5
353,14.12,5
354,14.16,4
355,14.2,5
356,14.24,2
357,14.28,3
358,14.32,3
359,14.36,2
360,14.4,3
361,14.44,3
362,14.48,4
363,14.52,4
364,14.56,4
365,14.6,4
366,14.64,4
367,14.68,4
368,14.72,3
369,14.76,3
370,14.8,2
371,14.84,3
372,14.88,3
373,14.92,2
374,14.96,2
375,15.0,3
376,15.04,2
377,15.08,2
378,15.12,2
379,15.16,2
380,15.2,3
381,15.24,3
382,15.28,2
383,15.32,2
384,15.36,2
385,15.4,2
386,15.44,1
387,15.48,1
388,15.52,2
389,15.56,3
390,15.6,1
391,15.64,3
392,15.68,2
393,15.72,1
